name,phase
"1""     GRC INSUL NO-THREAD CONN",4200
"1 1/4"" GRC INSUL NO-THREAD CONN",4200
"1 1/2"" GRC INSUL NO-THREAD CONN",4200
"2""     GRC INSUL NO-THREAD CONN",4200
"2 1/2"" GRC INSUL NO-THREAD CONN",4200
"3""     GRC INSUL NO-THREAD CONN",4200
"3 1/2"" GRC INSUL NO-THREAD CONN",4200
"4""     GRC INSUL NO-THREAD CONN",4200
"  1/2"" GRC SS CONN",4200
"  3/4"" GRC SS CONN",4200
"1""     GRC SS CONN",4200
"1 1/4"" GRC SS CONN",4200
"1 1/2"" GRC SS CONN",4200
"2""     GRC SS CONN",4200
"2 1/2"" GRC SS CONN",4200
"3""     GRC SS CONN",4200
"3 1/2"" GRC SS CONN",4200
"4""     GRC SS CONN",4200
"  1/2"" GRC INSUL SS CONN",4200
"  3/4"" GRC INSUL SS CONN",4200
"1""     GRC INSUL SS CONN",4200
"1 1/4"" GRC INSUL SS CONN",4200
"1 1/2"" GRC INSUL SS CONN",4200
"2""     GRC INSUL SS CONN",4200
"2 1/2"" GRC INSUL SS CONN",4200
"3""     GRC INSUL SS CONN",4200
"3 1/2"" GRC INSUL SS CONN",4200
"4""     GRC INSUL SS CONN",4200
"  1/2"" GRC MYERS HUB",4200
"  3/4"" GRC MYERS HUB",4200
"1""     GRC MYERS HUB",4200
"1 1/4"" GRC MYERS HUB",4200
"1 1/2"" GRC MYERS HUB",4200
"2""     GRC MYERS HUB",4200
"2 1/2"" GRC MYERS HUB",4200
"3""     GRC MYERS HUB",4200
"3 1/2"" GRC MYERS HUB",4200
"4""     GRC MYERS HUB",4200
"  1/2"" GRC BULLET HUB",4200
"  3/4"" GRC BULLET HUB",4200
"1""     GRC BULLET HUB",4200
"1 1/4"" GRC BULLET HUB",4200
"1 1/2"" GRC BULLET HUB",4200
"2""     GRC BULLET HUB",4200
"2 1/2"" GRC BULLET HUB",4200
"3""     GRC BULLET HUB",4200
"3 1/2"" GRC BULLET HUB",4200
"4""     GRC BULLET HUB",4200
"5""     GRC BULLET HUB",4200
"6""     GRC BULLET HUB",4200
"  1/2"" GRC COUPLING",4200
"  3/4"" GRC COUPLING",4200
"1""     GRC COUPLING",4200
"1 1/4"" GRC COUPLING",4200
"1 1/2"" GRC COUPLING",4200
"2""     GRC COUPLING",4200
"2 1/2"" GRC COUPLING",4200
"3""     GRC COUPLING",4200
"3 1/2"" GRC COUPLING",4200
"4""     GRC COUPLING",4200
"5""     GRC COUPLING",4200
"6""     GRC COUPLING",4200
"  1/2"" GRC STEEL SS CPLG",4200
"  3/4"" GRC STEEL SS CPLG",4200
"1""     GRC STEEL SS CPLG",4200
"1 1/4"" GRC STEEL SS CPLG",4200
"1 1/2"" GRC STEEL SS CPLG",4200
"2""     GRC STEEL SS CPLG",4200
"2 1/2"" GRC STEEL SS CPLG",4200
"3""     GRC STEEL SS CPLG",4200
"3 1/2"" GRC STEEL SS CPLG",4200
"4""     GRC STEEL SS CPLG",4200
"  1/2"" GRC NO-THREAD CPLG",4200
"  3/4"" GRC NO-THREAD CPLG",4200
"1""  GRC NO-THREAD CPLG",4200
"1 1/4"" GRC NO-THREAD CPLG",4200
"1 1/2"" GRC NO-THREAD CPLG",4200
"2""  GRC NO-THREAD CPLG",4200
"2 1/2"" GRC NO-THREAD CPLG",4200
"3""  GRC NO-THREAD CPLG",4200
"3 1/2"" GRC NO-THREAD CPLG",4200
"4""  GRC NO-THREAD CPLG",4200
"  1/2"" GRC>EMT DC  COMP CPLG",4200
"  3/4"" GRC>EMT DC  COMP CPLG",4200
"1""     GRC>EMT DC  COMP CPLG",4200
"1 1/4"" GRC>EMT DC  COMP CPLG",4200
"1 1/2"" GRC>EMT DC  COMP CPLG",4200
"2""     GRC>EMT DC  COMP CPLG",4200
"  1/2"" GRC SS>EMT DC  SS CPLG",4200
"  3/4"" GRC SS>EMT DC  SS CPLG",4200
"1""     GRC SS>EMT DC  SS CPLG",4200
"  1/2"" GRC SS>EMT STL SS CPLG",4200
"  3/4"" GRC SS>EMT STL SS CPLG",4200
"1""     GRC SS>EMT STL SS CPLG",4200
"  1/2"" GRC >   1/2"" FLEX CPLG",4200
"  3/4"" GRC >   3/4"" FLEX CPLG",4200
"1""     GRC > 1""     FLEX CPLG",4200
"1 1/4"" GRC > 1 1/4"" FLEX CPLG",4200
"1 1/2"" GRC > 1 1/2"" FLEX CPLG",4200
"2""  GRC > 2""  FLEX CPLG",4200
"  1/2"" GRC SPLIT CPLG",4200
"  3/4"" GRC SPLIT CPLG",4200
"1""     GRC SPLIT CPLG",4200
"1 1/4"" GRC SPLIT CPLG",4200
"1 1/2"" GRC SPLIT CPLG",4200
"2""     GRC SPLIT CPLG",4200
"2 1/2"" GRC SPLIT CPLG",4200
"3""     GRC SPLIT CPLG",4200
"3 1/2"" GRC SPLIT CPLG",4200
"4""     GRC SPLIT CPLG",4200
"5""     GRC SPLIT CPLG",4200
"6""     GRC SPLIT CPLG",4200
"  1/2"" GRC ERICKSON CPLG",4200
"  3/4"" GRC ERICKSON CPLG",4200
"1""  GRC ERICKSON CPLG",4200
"1 1/4"" GRC ERICKSON CPLG",4200
"1 1/2"" GRC ERICKSON CPLG",4200
"2""  GRC ERICKSON CPLG",4200
"2 1/2"" GRC ERICKSON CPLG",4200
"3""  GRC ERICKSON CPLG",4200
"3 1/2"" GRC ERICKSON CPLG",4200
"4""  GRC ERICKSON CPLG",4200
"4 1/2"" GRC ERICKSON CPLG",4200
"5""     GRC ERICKSON CPLG",4200
"6""     GRC ERICKSON CPLG",4200
"  1/2x4"" GRC EXPANSION CPLG",4200
"  3/4x4"" GRC EXPANSION CPLG",4200
"1    x4"" GRC EXPANSION CPLG",4200
"1 1/4x4"" GRC EXPANSION CPLG",4200
"1 1/2x4"" GRC EXPANSION CPLG",4200
"2    x4"" GRC EXPANSION CPLG",4200
"2 1/2x4"" GRC EXPANSION CPLG",4200
"3    x4"" GRC EXPANSION CPLG",4200
"3 1/2x4"" GRC EXPANSION CPLG",4200
"4    x4"" GRC EXPANSION CPLG",4200
"5    x4"" GRC EXPANSION CPLG",4200
"6    x4"" GRC EXPANSION CPLG",4200
"  1/2"" EXPANSION JOINT",4200
"  3/4"" EXPANSION JOINT",4200
"1""     EXPANSION JOINT",4200
"1 1/4"" EXPANSION JOINT",4200
"1 1/2"" EXPANSION JOINT",4200
"2""     EXPANSION JOINT",4200
"2 1/2"" EXPANSION JOINT",4200
"3""     EXPANSION JOINT",4200
"3 1/2"" EXPANSION JOINT",4200
"4""     EXPANSION JOINT",4200
"5""     EXPANSION JOINT",4200
"6""     EXPANSION JOINT",4200
"  1/2>  3/4"" BONDING JUMPER",4200
"1    >1 1/4"" BONDING JUMPER",4200
"1 1/2>2""    BONDING JUMPER",4200
"2 1/2>3""    BONDING JUMPER",4200
"3 1/2>4""    BONDING JUMPER",4200
"5    >6""    BONDING JUMPER",4200
"  1/2"" LB DC BODY, CVR, GSKT",4200
"  3/4"" LB DC BODY, CVR, GSKT",4200
"1""     LB DC BODY, CVR, GSKT",4200
"1 1/4"" LB DC BODY, CVR, GSKT",4200
"1 1/2"" LB DC BODY, CVR, GSKT",4200
"2""     LB DC BODY, CVR, GSKT",4200
"2 1/2"" LB DC BODY, CVR, GSKT",4200
"3""     LB DC BODY, CVR, GSKT",4200
"3 1/2"" LB DC BODY, CVR, GSKT",4200
"4""     LB DC BODY, CVR, GSKT",4200
"  1/2"" C  DC BODY, CVR, GSKT",4200
"  3/4"" C  DC BODY, CVR, GSKT",4200
"1""     C  DC BODY, CVR, GSKT",4200
"1 1/4"" C  DC BODY, CVR, GSKT",4200
"1 1/2"" C  DC BODY, CVR, GSKT",4200
"2""     C  DC BODY, CVR, GSKT",4200
"2 1/2"" C  DC BODY, CVR, GSKT",4200
"3""     C  DC BODY, CVR, GSKT",4200
"3 1/2"" C  DC BODY, CVR, GSKT",4200
"4""     C  DC BODY, CVR, GSKT",4200
"  1/2"" T  DC BODY, CVR, GSKT",4200
"  3/4"" T  DC BODY, CVR, GSKT",4200
"1""     T  DC BODY, CVR, GSKT",4200
"1 1/4"" T  DC BODY, CVR, GSKT",4200
"1 1/2"" T  DC BODY, CVR, GSKT",4200
"2""     T  DC BODY, CVR, GSKT",4200
"2 1/2"" T  DC BODY, CVR, GSKT",4200
"3""     T  DC BODY, CVR, GSKT",4200
"3 1/2"" T  DC BODY, CVR, GSKT",4200
"4""     T  DC BODY, CVR, GSKT",4200
"  1/2"" LL DC BODY, CVR, GSKT",4200
"  3/4"" LL DC BODY, CVR, GSKT",4200
"1""     LL DC BODY, CVR, GSKT",4200
"1 1/4"" LL DC BODY, CVR, GSKT",4200
"1 1/2"" LL DC BODY, CVR, GSKT",4200
"2""     LL DC BODY, CVR, GSKT",4200
"2 1/2"" LL DC BODY, CVR, GSKT",4200
"3""     LL DC BODY, CVR, GSKT",4200
"3 1/2"" LL DC BODY, CVR, GSKT",4200
"4""     LL DC BODY, CVR, GSKT",4200
"  1/2"" LR DC BODY, CVR, GSKT",4200
"  3/4"" LR DC BODY, CVR, GSKT",4200
"1""     LR DC BODY, CVR, GSKT",4200
"1 1/4"" LR DC BODY, CVR, GSKT",4200
"1 1/2"" LR DC BODY, CVR, GSKT",4200
"2""     LR DC BODY, CVR, GSKT",4200
"2 1/2"" LR DC BODY, CVR, GSKT",4200
"3""     LR DC BODY, CVR, GSKT",4200
"3 1/2"" LR DC BODY, CVR, GSKT",4200
"4""     LR DC BODY, CVR, GSKT",4200
"  1/2"" E  DC BODY, CVR, GSKT",4200
"  3/4"" E  DC BODY, CVR, GSKT",4200
"1""     E  DC BODY, CVR, GSKT",4200
"  1/2"" X  DC BODY, CVR, GSKT",4200
"  3/4"" X  DC BODY, CVR, GSKT",4200
"1""     X  DC BODY, CVR, GSKT",4200
"1 1/4"" X  DC BODY, CVR, GSKT",4200
"1 1/2"" X  DC BODY, CVR, GSKT",4200
"2""     X  DC BODY, CVR, GSKT",4200
"  1/2"" PLASTIC PULL CAP",4200
"  3/4"" PLASTIC PULL CAP",4200
"1""  PLASTIC PULL CAP",4200
"1 1/4"" PLASTIC PULL CAP",4200
"1 1/2"" PLASTIC PULL CAP",4200
"2""  PLASTIC PULL CAP",4200
"  1/2"" METAL PENNY",4200
"  3/4"" METAL PENNY",4200
"1""  METAL PENNY",4200
"1 1/4"" METAL PENNY",4200
"1 1/2"" METAL PENNY",4200
"2""  METAL PENNY",4200
"2 1/2"" METAL PENNY",4200
"3""  METAL PENNY",4200
"3 1/2"" METAL PENNY",4200
"4""  METAL PENNY",4200
"  1/2"" MALL CAPPED BUSHING",4200
"  3/4"" MALL CAPPED BUSHING",4200
"1""  MALL CAPPED BUSHING",4200
"1 1/4"" MALL CAPPED BUSHING",4200
"1 1/2"" MALL CAPPED BUSHING",4200
"2""  MALL CAPPED BUSHING",4200
"2 1/2"" MALL CAPPED BUSHING",4200
"3""  MALL CAPPED BUSHING",4200
"3 1/2"" MALL CAPPED BUSHING",4200
"4""  MALL CAPPED BUSHING",4200
"  1/2"" SVC ENTR FTG (THREADED)",4200
"  3/4"" SVC ENTR FTG (THREADED)",4200
"1""     SVC ENTR FTG (THREADED)",4200
"1 1/4"" SVC ENTR FTG (THREADED)",4200
"1 1/2"" SVC ENTR FTG (THREADED)",4200
"2""     SVC ENTR FTG (THREADED)",4200
"2 1/2"" SVC ENTR FTG (THREADED)",4200
"3""     SVC ENTR FTG (THREADED)",4200
"3 1/2"" SVC ENTR FTG (THREADED)",4200
"4""     SVC ENTR FTG (THREADED)",4200
"5""     SVC ENTR FTG (THREADED)",4200
"6""     SVC ENTR FTG (THREADED)",4200
"  1/2"" SVC ENTR FTG (SLIP FIT)",4200
"  3/4"" SVC ENTR FTG (SLIP FIT)",4200
"1""  SVC ENTR FTG (SLIP FIT)",4200
"1 1/4"" SVC ENTR FTG (SLIP FIT)",4200
"1 1/2"" SVC ENTR FTG (SLIP FIT)",4200
"2""  SVC ENTR FTG (SLIP FIT)",4200
"2 1/2"" SVC ENTR FTG (SLIP FIT)",4200
"3""  SVC ENTR FTG (SLIP FIT)",4200
"3 1/2"" SVC ENTR FTG (SLIP FIT)",4200
"4""  SVC ENTR FTG (SLIP FIT)",4200
"EYS-16    1/2"" MALE VERT SEAL FTG",4200
"EYS-26    3/4"" MALE VERT SEAL FTG",4200
"EYS-36  1""     MALE VERT SEAL FTG",4200
"EYS-116    1/2"" M/F V/H SEAL FTG",4200
"EYS-216    3/4"" M/F V/H SEAL FTG",4200
"EYS-316  1""     M/F V/H SEAL FTG",4200
"EYS-46  1 1/4"" M/F V/H SEAL FTG",4200
"EYS-56  1 1/2"" M/F V/H SEAL FTG",4200
"EYS-66  2""     M/F V/H SEAL FTG",4200
"EYS-76  2 1/2"" M/F V/H SEAL FTG",4200
"EYS-86  3""     M/F V/H SEAL FTG",4200
"EYS-96  3 1/2"" M/F V/H SEAL FTG",4200
"EYS-106   4""     M/F V/H SEAL FTG",4200
"EYS-0126  5""     M/F V/H SEAL FTG",4200
"EYS-0146  6""     M/F V/H SEAL FTG",4200
"UNY-105=     1/2"" MALE UNION",4200
"UNY-205=     3/4"" MALE UNION",4200
"UNY-305=   1""     MALE UNION",4200
"UNY-405=   1 1/4"" M/F UNION",4200
"UNY-505=   1 1/2"" M/F UNION",4200
"UNY-605=   2""     M/F UNION",4200
"UNY-705=   2 1/2"" M/F UNION",4200
"UNY-805=   3""     M/F UNION",4200
"UNY-905=   3 1/2"" M/F UNION",4200
"UNY-1005=  4""     M/F UNION",4200
"LBH-10=    1/2"" XPL PRF ELBOW",4200
"LBH-20=    3/4"" XPL PRF ELBOW",4200
"LBH-30=  1""     XPL PRF ELBOW",4200
"LBH-40=  1 1/4"" XPL PRF ELBOW",4200
"LBH-50=  1 1/2"" XPL PRF ELBOW",4200
"LBH-60=  2""     XPL PRF ELBOW",4200
"LBH-70=  2 1/2"" XPL PRF ELBOW",4200
"LBH-80=  3""     XPL PRF ELBOW",4200
"LBH-90=  3 1/2"" XPL PRF ELBOW",4200
"LBH100=  4""     XPL PRF ELBOW",4200
"ECGJH-18=   1/2""x8"" XPL PRF FLEX",4200
"ECGJH-28=   3/4""x8"" XPL PRF FLEX",4200
"ECGJH-38= 1""    x8"" XPL PRF FLEX",4200
"RE21=    3/4"">  1/2"" REDUCER",4200
"RE32=  1""    >  3/4"" REDUCER",4200
"RE43=  1 1/4"">1""     REDUCER",4200
"RE54=  1 1/2"">1 1/4"" REDUCER",4200
"RE65=  2""    >1 1/2"" REDUCER",4200
"RE76=  2 1/2"">2""     REDUCER",4200
"  1/2"" PVC CTD GRC",4200
"  3/4"" PVC CTD GRC",4200
"1""     PVC CTD GRC",4200
"1 1/4"" PVC CTD GRC",4200
"1 1/2"" PVC CTD GRC",4200
"2""     PVC CTD GRC",4200
"2 1/2"" PVC CTD GRC",4200
"3""     PVC CTD GRC",4200
"3 1/2"" PVC CTD GRC",4200
"4""     PVC CTD GRC",4200
"5""     PVC CTD GRC",4200
"6""     PVC CTD GRC",4200
"  1/2"" PVC CTD 90 DEG ELBOW",4200
"  3/4"" PVC CTD 90 DEG ELBOW",4200
"1""     PVC CTD 90 DEG ELBOW",4200
"1 1/4"" PVC CTD 90 DEG ELBOW",4200
"1 1/2"" PVC CTD 90 DEG ELBOW",4200
"2""     PVC CTD 90 DEG ELBOW",4200
"2 1/2"" PVC CTD 90 DEG ELBOW",4200
"3""     PVC CTD 90 DEG ELBOW",4200
"3 1/2"" PVC CTD 90 DEG ELBOW",4200
"4""     PVC CTD 90 DEG ELBOW",4200
"5""     PVC CTD 90 DEG ELBOW",4200
"6""     PVC CTD 90 DEG ELBOW",4200
"3""    x42"" PVC CTD ELBOW",4200
"3 1/2""x42"" PVC CTD ELBOW",4200
"4""    x42"" PVC CTD ELBOW",4200
"5""    x42"" PVC CTD ELBOW",4200
"6""    x42"" PVC CTD ELBOW",4200
"  1/2"" PVC CTD 1-H MALL STRAP",4200
"  3/4"" PVC CTD 1-H MALL STRAP",4200
"1""  PVC CTD 1-H MALL STRAP",4200
"1 1/4"" PVC CTD 1-H MALL STRAP",4200
"1 1/2"" PVC CTD 1-H MALL STRAP",4200
"2""  PVC CTD 1-H MALL STRAP",4200
"2 1/2"" PVC CTD 1-H MALL STRAP",4200
"3""  PVC CTD 1-H MALL STRAP",4200
"3 1/2"" PVC CTD 1-H MALL STRAP",4200
"4""  PVC CTD 1-H MALL STRAP",4200
"  1/2"" PVC CTD STRUT STRAP",4200
"  3/4"" PVC CTD STRUT STRAP",4200
"1""  PVC CTD STRUT STRAP",4200
"1 1/4"" PVC CTD STRUT STRAP",4200
"1 1/2"" PVC CTD STRUT STRAP",4200
"2""  PVC CTD STRUT STRAP",4200
"2 1/2"" PVC CTD STRUT STRAP",4200
"3""  PVC CTD STRUT STRAP",4200
"3 1/2"" PVC CTD STRUT STRAP",4200
"4""  PVC CTD STRUT STRAP",4200
"  1/2"" PVC CTD CLAMPBACK",4200
"  3/4"" PVC CTD CLAMPBACK",4200
"1""  PVC CTD CLAMPBACK",4200
"1 1/4"" PVC CTD CLAMPBACK",4200
"1 1/2"" PVC CTD CLAMPBACK",4200
"2""  PVC CTD CLAMPBACK",4200
"2 1/2"" PVC CTD CLAMPBACK",4200
"3""  PVC CTD CLAMPBACK",4200
"3 1/2"" PVC CTD CLAMPBACK",4200
"4""  PVC CTD CLAMPBACK",4200
"  1/2"" PVC CTD 90 DEG BEAM CLAMP",4200
"  3/4"" PVC CTD 90 DEG BEAM CLAMP",4200
"1""     PVC CTD 90 DEG BEAM CLAMP",4200
"1 1/4"" PVC CTD 90 DEG BEAM CLAMP",4200
"1 1/2"" PVC CTD 90 DEG BEAM CLAMP",4200
"2""     PVC CTD 90 DEG BEAM CLAMP",4200
"2 1/2"" PVC CTD 90 DEG BEAM CLAMP",4200
"3""     PVC CTD 90 DEG BEAM CLAMP",4200
"3 1/2"" PVC CTD 90 DEG BEAM CLAMP",4200
"4""     PVC CTD 90 DEG BEAM CLAMP",4200
"  1/2"" PVC CTD GRC CONN",4200
"  3/4"" PVC CTD GRC CONN",4200
"1""     PVC CTD GRC CONN",4200
"1 1/4"" PVC CTD GRC CONN",4200
"1 1/2"" PVC CTD GRC CONN",4200
"2""     PVC CTD GRC CONN",4200
"2 1/2"" PVC CTD GRC CONN",4200
"3""     PVC CTD GRC CONN",4200
"3 1/2"" PVC CTD GRC CONN",4200
"4""     PVC CTD GRC CONN",4200
"5""     PVC CTD GRC CONN",4200
"6""     PVC CTD GRC CONN",4200
"  1/2"" PVC CTD KO HUB CONN",4200
"  3/4"" PVC CTD KO HUB CONN",4200
"1""  PVC CTD KO HUB CONN",4200
"1 1/4"" PVC CTD KO HUB CONN",4200
"1 1/2"" PVC CTD KO HUB CONN",4200
"2""  PVC CTD KO HUB CONN",4200
"2 1/2"" PVC CTD KO HUB CONN",4200
"3""  PVC CTD KO HUB CONN",4200
"3 1/2"" PVC CTD KO HUB CONN",4200
"4""  PVC CTD KO HUB CONN",4200
"  1/2"" PVC CTD GRC CPLG",4200
"  3/4"" PVC CTD GRC CPLG",4200
"1""     PVC CTD GRC CPLG",4200
"1 1/4"" PVC CTD GRC CPLG",4200
"1 1/2"" PVC CTD GRC CPLG",4200
"2""     PVC CTD GRC CPLG",4200
"2 1/2"" PVC CTD GRC CPLG",4200
"3""     PVC CTD GRC CPLG",4200
"3 1/2"" PVC CTD GRC CPLG",4200
"4""     PVC CTD GRC CPLG",4200
"5""     PVC CTD GRC CPLG",4200
"6""     PVC CTD GRC CPLG",4200
"  1/2"" PVC CTD UNION",4200
"  3/4"" PVC CTD UNION",4200
"1""     PVC CTD UNION",4200
"1 1/4"" PVC CTD UNION",4200
"1 1/2"" PVC CTD UNION",4200
"2""     PVC CTD UNION",4200
"2 1/2"" PVC CTD UNION",4200
"3""     PVC CTD UNION",4200
"3 1/2"" PVC CTD UNION",4200
"4""     PVC CTD UNION",4200
"5""     PVC CTD UNION",4200
"6""     PVC CTD UNION",4200
"  1/2"" PVC CTD UNF",4200
"  3/4"" PVC CTD UNF",4200
"1""     PVC CTD UNF",4200
"1 1/4"" PVC CTD UNF",4200
"1 1/2"" PVC CTD UNF",4200
"2""     PVC CTD UNF",4200
"2 1/2"" PVC CTD UNF",4200
"3""     PVC CTD UNF",4200
"3 1/2"" PVC CTD UNF",4200
"4""     PVC CTD UNF",4200
"  1/2"" PVC CTD LB",4200
"  3/4"" PVC CTD LB",4200
"1""     PVC CTD LB",4200
"1 1/4"" PVC CTD LB",4200
"1 1/2"" PVC CTD LB",4200
"2""     PVC CTD LB",4200
"2 1/2"" PVC CTD LB",4200
"3""     PVC CTD LB",4200
"3 1/2"" PVC CTD LB",4200
"4""     PVC CTD LB",4200
"  1/2"" PVC CTD C",4200
"  3/4"" PVC CTD C",4200
"1""     PVC CTD C",4200
"1 1/4"" PVC CTD C",4200
"1 1/2"" PVC CTD C",4200
"2""     PVC CTD C",4200
"2 1/2"" PVC CTD C",4200
"3""     PVC CTD C",4200
"3 1/2"" PVC CTD C",4200
"4""     PVC CTD C",4200
"  1/2"" PVC CTD T",4200
"  3/4"" PVC CTD T",4200
"1""     PVC CTD T",4200
"1 1/4"" PVC CTD T",4200
"1 1/2"" PVC CTD T",4200
"2""     PVC CTD T",4200
"2 1/2"" PVC CTD T",4200
"3""     PVC CTD T",4200
"3 1/2"" PVC CTD T",4200
"4""     PVC CTD T",4200
"  1/2"" PVC CTD X",4200
"  3/4"" PVC CTD X",4200
"1""     PVC CTD X",4200
"1 1/4"" PVC CTD X",4200
"1 1/2"" PVC CTD X",4200
"2""     PVC CTD X",4200
"FS-1    1/2"" BOX PVC CTD",4200
"FS-2    3/4"" BOX PVC CTD",4200
"FS-3  1""     BOX PVC CTD",4200
"FSC-1    1/2"" BOX PVC CTD",4200
"FSC-2    3/4"" BOX PVC CTD",4200
"FSC-3  1""     BOX PVC CTD",4200
"FSD-1    1/2"" BOX PVC CTD",4200
"FSD-2    3/4"" BOX PVC CTD",4200
"FSD-3  1""     BOX PVC CTD",4200
"FDC-1    1/2"" BOX PVC CTD",4200
"FDC-2    3/4"" BOX PVC CTD",4200
"FDC-3  1""     BOX PVC CTD",4200
PVC CTD DUPLEX REC COVER,4200
PVC CTD SINGLE REC COVER,4200
PVC CTD TOGGLE SW COVER,4200
PVC CTD BLANK COVER,4200
PVC CTD WP DUPLEX REC COVER,4200
PVC CTD WP SINGLE REC COVER,4200
"YF 12""x12""x8""  PVC CTD",4200
"YF 18""x18""x8""  PVC CTD",4200
"YF 24""x12""x12"" PVC CTD",4200
"YF 36""x36""x18"" PVC CTD",4200
"1 5/8"" PVC CTD SGL CHNL",4200
"1 5/8"" PVC CTD DBL CHNL",4200
"1/4"" PVC CTD T-ROD",4200
"3/8"" PVC CTD T-ROD",4200
"1/2"" PVC CTD T-ROD",4200
"1/4"" PVC CTD BEAM CLAMP",4200
"3/8"" PVC CTD BEAM CLAMP",4200
"1/2"" PVC CTD BEAM CLAMP",4200
"1/4"" PVC CTD FLAT WASHER",4200
"3/8"" PVC CTD FLAT WASHER",4200
"1/2"" PVC CTD FLAT WASHER",4200
"1/4"" PVC CTD FENDER WASHER",4200
"3/8"" PVC CTD FENDER WASHER",4200
"1/4"" PVC CTD HEX NUT",4200
"3/8"" PVC CTD HEX NUT",4200
"1/2"" PVC CTD HEX NUT",4200
"  1/2"" GUAC14  PVC CTD",4200
"  3/4"" GUAC24  PVC CTD",4200
"1""     GUAC36  PVC CTD",4200
"1 1/4"" GUAC47  PVC CTD",4200
"1 1/2"" GUAC59  PVC CTD",4200
"2""     GUAC69  PVC CTD",4200
"  1/2"" GUAT14  PVC CTD",4200
"  3/4"" GUAT24  PVC CTD",4200
"1""     GUAT36  PVC CTD",4200
"1 1/4"" GUAT47  PVC CTD",4200
"1 1/2"" GUAT59  PVC CTD",4200
"2""     GUAT69  PVC CTD",4200
"  1/2"" GUAX14  PVC CTD",4200
"  3/4"" GUAX24  PVC CTD",4200
"1""     GUAX36  PVC CTD",4200
"1 1/4"" GUAX47  PVC CTD",4200
"1 1/2"" GUAX59  PVC CTD",4200
"2""     GUAX69  PVC CTD",4200
"  1/2"" EYS-11   PVC CTD",4200
"  3/4"" EYS-26   PVC CTD",4200
"1""     EYS-36   PVC CTD",4200
"1 1/4"" EYS-46   PVC CTD",4200
"1 1/2"" EYS-56   PVC CTD",4200
"2""     EYS-66   PVC CTD",4200
"2 1/2"" EYS-76PVC CTD",4200
"3""  EYS-86PVC CTD",4200
"3 1/2"" EYS-96PVC CTD",4200
"4""  EYS-106  PVC CTD",4200
PASTE 1-PINT CAN & BRUSH,4200
SPRAY CAN PATCH PAINT,4200
PASTE 1-GALLON CAN & BRUSH,4200
"  1/2"" ARC (AL)",4200
"  3/4"" ARC (AL)",4200
"1""     ARC (AL)",4200
"1 1/4"" ARC (AL)",4200
"1 1/2"" ARC (AL)",4200
"2""     ARC (AL)",4200
"2 1/2"" ARC (AL)",4200
"3""     ARC (AL)",4200
"3 1/2"" ARC (AL)",4200
"4""     ARC (AL)",4200
"5""     ARC (AL)",4200
"6""     ARC (AL)",4200
"  1/2"" ARC 90 DEG ELBOW",4200
"  3/4"" ARC 90 DEG ELBOW",4200
"1""     ARC 90 DEG ELBOW",4200
"1 1/4"" ARC 90 DEG ELBOW",4200
"1 1/2"" ARC 90 DEG ELBOW",4200
"2""     ARC 90 DEG ELBOW",4200
"2 1/2"" ARC 90 DEG ELBOW",4200
"3""     ARC 90 DEG ELBOW",4200
"3 1/2"" ARC 90 DEG ELBOW",4200
"4""     ARC 90 DEG ELBOW",4200
"5""     ARC 90 DEG ELBOW",4200
"6""     ARC 90 DEG ELBOW",4200
"  1/2"" ARC 45 DEG ELBOW",4200
"  3/4"" ARC 45 DEG ELBOW",4200
"1""     ARC 45 DEG ELBOW",4200
"1 1/4"" ARC 45 DEG ELBOW",4200
"1 1/2"" ARC 45 DEG ELBOW",4200
"2""     ARC 45 DEG ELBOW",4200
"2 1/2"" ARC 45 DEG ELBOW",4200
"3""     ARC 45 DEG ELBOW",4200
"3 1/2"" ARC 45 DEG ELBOW",4200
"4""     ARC 45 DEG ELBOW",4200
"5""     ARC 45 DEG ELBOW",4200
"6""     ARC 45 DEG ELBOW",4200
"  1/2"" ARC STRAP",4200
"  3/4"" ARC STRAP",4200
"1""     ARC STRAP",4200
"1 1/4"" ARC STRAP",4200
"1 1/2"" ARC STRAP",4200
"2""     ARC STRAP",4200
"2 1/2"" ARC STRAP",4200
"3""     ARC STRAP",4200
"3 1/2"" ARC STRAP",4200
"4""     ARC STRAP",4200
"  1/2"" AL STRUT CLAMP",4200
"  3/4"" AL STRUT CLAMP",4200
"1""     AL STRUT CLAMP",4200
"1 1/4"" AL STRUT CLAMP",4200
"1 1/2"" AL STRUT CLAMP",4200
"2""     AL STRUT CLAMP",4200
"2 1/2"" AL STRUT CLAMP",4200
"3""     AL STRUT CLAMP",4200
"3 1/2"" AL STRUT CLAMP",4200
"4""     AL STRUT CLAMP",4200
"  1/2"" ARC MYERS HUB",4200
"  3/4"" ARC MYERS HUB",4200
"1""     ARC MYERS HUB",4200
"1 1/4"" ARC MYERS HUB",4200
"1 1/2"" ARC MYERS HUB",4200
"2""     ARC MYERS HUB",4200
"2 1/2"" ARC MYERS HUB",4200
"3""     ARC MYERS HUB",4200
"3 1/2"" ARC MYERS HUB",4200
"4""     ARC MYERS HUB",4200
"5""     ARC MYERS HUB",4200
"6""     ARC MYERS HUB",4200
"  1/2"" ARC COUPLING",4200
"  3/4"" ARC COUPLING",4200
"1""     ARC COUPLING",4200
"1 1/4"" ARC COUPLING",4200
"1 1/2"" ARC COUPLING",4200
